id	title	genre	duration	created_at	likes_count	reposts_count	kind	permalink	permalink_url	uri	user_id	tag_list	track_count	trackIds
142851503	CHILL VIBES	electronic 	21092172	2015-09-08	158545	12423	playlist	chill-vibes	https://soundcloud.com/3sup/sets/chill-vibes	https://api.soundcloud.com/playlists/142851503	14702530	"electronic electro ""electro house"" ""electronic house"" ""deep house"" ""chill house"" chill relax party ""chill party"" rap ""hip hop"" R&B future ""future bass"" trap ""chill trap"""	94	333046310,937119043,337157456,911222071,811529803,922183828,213984415,749900548,972045763,868641457,345042620,223042952,762649393,316993773,896569162,208277289,341447846,341923007,336241998,212522306,40255829,158979054,194510401,215563719,136536788,208307942,334062500,766006027,290422382,521120982,779314579,595157478,207552397,221871432,221054822,173038200,157946069,220698896,314286890,195338911,57809396,219642550,206414326,330908279,218937835,343429250,219165588,96379023,216542711,218064667,333232722,216883612,316072153,184468104,335092289,220101050,311660083,339847034,217786730,195549412,115468010,325422260,312161255,323256625,210748129,342209630,214684137,158983912,211928018,207534343,209376998,319918939,146159376,176568862,216187302,208620715,319745630,207738557,206060985,172878983,319412512,217543790,202813769,203317699,169015198,330357879,295729635,180729095,162279737,328101607,220644800,223228432,337396175,790330720
600989253	concentrating classic	Classical	3832661	2018-09-11	40041	1834	playlist	concentrating-classic	https://soundcloud.com/lolollov2/sets/concentrating-classic	https://api.soundcloud.com/playlists/600989253	150205120	classic piano classical night concentrate study	14	62539132,109912799,185062334,85763935,162542940,113598137,177499304,167291509,61019968,7637672,189144947,83459099,709865,58201289
307918568	Best 90s Dance Hits	Dance & EDM	8157673	2017-03-16	26921	1083	playlist	90sdance	https://soundcloud.com/digitalstreams/sets/90sdance	https://api.soundcloud.com/playlists/307918568	133467077	party edm deephouse study chill workout	33	166348255,7472089,157835830,180583561,343404801,280454722,2605805,34628898,164695299,195356606,637122336,102110273,2707285,20960273,5505206,312125203,98281517,63256906,195001107,191428065,122290566,260808165,2635409,178369911,61029316,439235613,7216494,65387657,29888421,74451645,256797220,192667364,997955620
345199797	Late Night Lofi		5710241	2017-08-14	39606	2203	playlist	latenightlofi	https://soundcloud.com/ilyanaazman/sets/latenightlofi	https://api.soundcloud.com/playlists/345199797	214279944	"Chill Chillout Relax sleep late Night Lo-Fi study ""Deep Thoughts"""	39	283831214,244773393,315767117,260134775,346442342,322521157,796893415,607146921,340047247,298623041,475782600,257678275,349420865,307509123,326031106,303203741,329074951,303449449,460934958,308527490,335505122,330775181,344637494,323204260,325899315,224356459,262985226,263695168,286644642,288507523,294257196,326068680,331710426,394277304,155324810,268448230,330812176,325581731,349919848
263468993	Chillstep / Deephouse	deep house 	7996774	2016-09-30	20242	1051	playlist	chillstep-deephouse	https://soundcloud.com/max-xd-3/sets/chillstep-deephouse	https://api.soundcloud.com/playlists/263468993	79732709	"chilled studying relax ""deep house"" focus"	28	283466570,199079747,212962788,206721597,262972509,213224534,241787981,244253173,159680647,227206392,288940759,261014602,227368362,217060686,216187302,241736852,147979867,235601797,260948549,261950748,124027562,124383325,271865177,95729404,388046414,743513683,808186006,816566497
236411417	listen		5359553	2016-06-26	17335	769	playlist	listen	https://soundcloud.com/rayna-rose/sets/listen	https://api.soundcloud.com/playlists/236411417	130367138		12	208291969,7929302,263906303,261169108,280854230,183137193,160896314,243953540,77499342,169170570,540823470,323368321
323051383	EFC: Volume 20, 2017	Pop	3763844	2017-05-14	19347	1152	playlist	efc-volume-20-2017	https://soundcloud.com/electric-flight-crew/sets/efc-volume-20-2017	https://api.soundcloud.com/playlists/323051383	116881596	"""Dance Pop"" ElectricFlightCrew Workout Mixtape Fitness"	18	321061379,294328282,275869874,250711755,231782838,315155819,309664621,226941605,248310182,185252339,312883577,321144694,295701992,217771998,318805885,25981857,282082373,211448099
769455786	YNM#28		3558584	2019-05-01	2990	162	playlist	scxrjj8luzda	https://soundcloud.com/teamdr/sets/scxrjj8luzda	https://api.soundcloud.com/playlists/769455786	47788017	exercise club party cycle running workout gym	16	286533813,13964439,246280142,45719017,512660685,418189068,254864491,385909334,459145767,73644824,379584962,152543359,255556233,291689862,85379232,223780028
649793019	Jazz hip 4	Jazz & Blues	6823256	2018-11-23	153366	7389	playlist	jazz-hip-4-1	https://soundcloud.com/yourparadis/sets/jazz-hip-4-1	https://api.soundcloud.com/playlists/649793019	283347384	Jazz study Relax Guitar jazzhip	34	422315745,494778189,384331175,418587176,240169736,391435974,330511612,306817628,347804984,385427177,188314849,271124806,469762521,299551421,427663128,102338633,224303611,429889896,335084323,369968696,300454427,376794614,281112865,411442857,303083853,160009146,190848114,263543999,235332223,99100668,379244936,73380201,518923680,694147168
163825235	Sad/Sleep songs	sad	4488442	2015-11-09	94910	6218	playlist	sad-sleep-songs	https://soundcloud.com/freedskiers/sets/sad-sleep-songs	https://api.soundcloud.com/playlists/163825235	126844242	"sleep quiet peace lullaby bed Relax depressed empty filling music listen new Happy tired bored must ""bon iver"" ""ed sher"""	11	40032550,40268326,48605250,225694837,208227788,57255863,85025377,155973108,155973150,99417762,101489187
403847807	Morning	Morning	5859512	2017-12-22	51275	2826	playlist	morning	https://soundcloud.com/yeonkkot/sets/morning	https://api.soundcloud.com/playlists/403847807	180340836	jazzhop Chill Ambient lofi study	30	832257652,832257589,299951612,248449465,807302521,542041917,362474375,79677798,366653432,368945363,299476237,247632379,343842738,277009464,355498922,332355063,211157423,349834456,298272277,608454831,330333898,63075579,371065565,370991555,300905391,154141002,803954134,832257613,334027176,1041736978
808795821	chill your mind	Dance & EDM	3268891	2019-06-21	5394	198	playlist	chillyourmind	https://soundcloud.com/tb3dvuqu1ugs/sets/chillyourmind	https://api.soundcloud.com/playlists/808795821	245121594	Party Workout Chill	15	614462418,284224399,120870412,92373892,237741890,311732223,269090291,523847409,636379452,435743247,523541370,213991857,242059089,346378912,518495130
281203230	good night		33285909	2016-12-06	7553	328	playlist	good-night	https://soundcloud.com/rina-may-hilburn/sets/good-night	https://api.soundcloud.com/playlists/281203230	103679192		17	238276822,199461332,110697958,15257767,145707374,159586197,171240581,149844883,62338222,196171935,208291969,128726866,170221180,128724324,210719226,212730537,133204560
372742355	Jazz hip		3546800	2017-11-12	115611	6014	playlist	jazz-hip	https://soundcloud.com/yourparadis/sets/jazz-hip	https://api.soundcloud.com/playlists/372742355	283347384	Relax study Chill Sleep Jazz	14	308946187,308634977,255529008,263248828,266998808,278901376,8824737,243963339,238991067,327695920,356204927,182404492,173540224,278966878
217354733	Epic Heights	Epic	4590933	2016-04-19	5295	282	playlist	epic-heights	https://soundcloud.com/agamidae/sets/epic-heights	https://api.soundcloud.com/playlists/217354733	17971787	Classical Instrumental hybrid work study cinematic neoclassical	18	34563422,227208978,144262080,101660633,165641011,251847547,212775732,161536122,236204926,229297445,140381221,192580156,140706488,259304935,28019951,221301774,127729261,149031014
345977372	Best Of House Nation	House	6588776	2017-08-17	11341	414	playlist	bestofhousenation	https://soundcloud.com/ilyanaazman/sets/bestofhousenation	https://api.soundcloud.com/playlists/345977372	214279944	"workout Chill Chillout Relax study sleep ""Deep House"" Deep House Nation ""House Nation"" Party"	34	779530204,899280010,871408492,932761906,310450590,1142131720,920224540,903282169,903271243,236490686,673178888,789570925,744224911,722241052,621990009,768110299,222881597,290405876,204778816,243900203,236602758,268358222,285368463,288790005,304938018,328157902,329724951,240337613,409054404,417092688,518703063,783844108,765256819,1035921685
652939773	Best Of MrSuicideSheep		8776340	2018-11-28	14989	710	playlist	bestofmrsuicidesheep	https://soundcloud.com/ilyanaazman/sets/bestofmrsuicidesheep	https://api.soundcloud.com/playlists/652939773	214279944	Chill Relax workout sleep Chillout MrSuicideSheep SuicideSheep party	38	959161021,1126194748,983941249,231999572,237525630,203327053,298224123,705399919,576092208,229609382,154652838,244935114,41565559,771725455,192408098,230503571,216400325,630129816,699126286,666480209,697818730,646576521,636861885,629589798,184315186,187209184,280286603,242349676,683390006,118894884,180094684,190294406,279852251,106351074,342366896,282410894,328237661,208090969
94099602	Calm Night Sky	chill 	4559788	2015-03-30	19240	2005	playlist	zen	https://soundcloud.com/mrteddy_us/sets/zen	https://api.soundcloud.com/playlists/94099602	69204911	"""Indie Rock"" travel calm sleep Acoustic Relax night summer shakeshakego Indie Folk ""Indie Folk"" Feel Spring Sunshine Sun happy goodmood feelgood hollowcoves chill sad"	19	172821893,1044398359,184427657,161971413,150792950,146075336,170640953,162737553,167800096,135741557,344591237,312042623,315930782,313884132,233772002,2043816,332499517,672433679,718801927
1048215937	lofi/sleep	Lofi	12430817	2020-05-09	6695	189	playlist	emptiness	https://soundcloud.com/bumpkinlol/sets/emptiness	https://api.soundcloud.com/playlists/1048215937	447834228	Chill Relax	65	374583887,677815569,396755733,515509074,306325604,559603260,437074968,341423712,524720409,378889796,323081902,281580837,322374035,414287907,307470698,318143904,345186172,500375496,327258857,295622265,294449797,321711957,321850261,344212638,310876597,450639156,433444287,325254408,333098779,316858738,296071209,272100922,218101823,305977982,403725156,342790956,514312869,559744167,516247308,324505216,527517591,344835063,494890689,421669230,338832464,320540527,352988036,396447534,330956101,757874722,763859998,285617504,564449499,466774704,555588312,364327649,969379465,562520298,299751667,519105906,286062857,380356628,964785007,944827744,755409700
784258740	rainyday chill		4500905	2019-05-20	35008	1228	playlist	its-rainy-day	https://soundcloud.com/yourparadis/sets/its-rainy-day	https://api.soundcloud.com/playlists/784258740	283347384	Relax sleep chill study cafe rain	23	452260224,567299091,472376784,649058177,467208126,335914388,492206091,544924680,601351437,528134184,321573123,311588945,625770894,266329789,199996083,588721701,163766908,345932707,593051811,634444479,564781419,632040930,637874001
319656316	Best Of MrRevillz		26488388	2017-05-01	131299	6594	playlist	best-of-mrrevillz	https://soundcloud.com/ilyanaazman/sets/best-of-mrrevillz	https://api.soundcloud.com/playlists/319656316	214279944	"Chill Chillout ""Deep House"" Party Relax Best Of MrRevillz ""Best Of MrRevillz"" ""Electro House"" House workout sleep"	127	1150027444,220021334,1149073000,242970980,94470145,672835793,519206883,214140973,272020529,1106108551,145367831,319849669,1132323301,1131773071,1129179082,1131786970,1125635029,1131865261,947315734,1131813781,546188349,353880398,784640254,288394390,1132325671,1096982071,1129012384,194510401,403960782,214816945,172595409,341315415,226139958,182859485,266963313,308158931,350544130,1019196607,418406040,157946069,1034519026,222335592,1012449559,1011099475,874487578,977525038,242071122,954149593,193641840,895459414,323733248,84118776,304744944,617744415,120417156,135322127,473381727,345014116,310455689,556088364,136515969,290210997,357040427,586430472,634818096,233271745,180526491,625572180,654816296,292528042,252638815,219240973,151836932,613079007,250830766,220940419,356904608,447921720,325876880,303520330,258583921,329292478,302734389,213828110,322256287,321085206,240510101,259932466,265004302,225515495,147235179,192956375,243086787,361549280,348894700,482437833,465229422,450607776,329511908,493285392,489363333,502948368,509000139,411189549,519271257,604903338,578505426,560864886,516324954,396944928,577977645,296968053,494976372,215558123,190445096,192408098,242672575,204778816,319887152,383884892,158384606,210014181,519749160,483679920,489177243,285262888,887346517
317396191	EFC: Volume 17, 2017	Pop	3329810	2017-04-22	930	31	playlist	efc-volume-17-2017	https://soundcloud.com/electric-flight-crew/sets/efc-volume-17-2017	https://api.soundcloud.com/playlists/317396191	116881596	ElectricFlightCrew Fitness Workout Mixtape Run	15	318805885,304634477,317129887,251404623,173013193,98378783,302574507,295928473,299237306,219701070,310706494,233496844,216138338,311437157,309713363
79236340	Sex Appeal Vol. 5	sexy	3138546	2015-02-08	14438	2708	playlist	sex-appeal-vol-5-1	https://soundcloud.com/soundsupply-tm/sets/sex-appeal-vol-5-1	https://api.soundcloud.com/playlists/79236340	106506228	"soul sleep xxx chill edm future ""Hip Hop"" bass ambient trap sex EDM deep night electronic melodic morning R&amp;B bed love"	11	141390355,132999795,149265702,180679344,156941016,41460515,125547071,179393277,178369911,165726902,85312463
661934673	Jazz hip 6	Jazz	4010906	2018-12-11	54570	2853	playlist	jazz-hip-6	https://soundcloud.com/yourparadis/sets/jazz-hip-6	https://api.soundcloud.com/playlists/661934673	283347384	jazzy Jazz study Relax Sleep	20	347458297,330766980,163639967,483235530,350534401,190705315,473187447,340577569,444692187,341483665,307293598,490139196,404636922,345900273,427738371,223751326,261719312,232695590,201415017,291472900
300372320	to help you sleep	Ambient	4176504	2017-02-16	4514	212	playlist	nice-sleepy-songs	https://soundcloud.com/jakewis/sets/nice-sleepy-songs	https://api.soundcloud.com/playlists/300372320	51759124	sleep, tired	18	95320952,151543438,85990654,15752455,15931394,48240569,63707162,123160354,132972116,116470101,11385291,22319184,22733302,130178473,78759345,82040262,76666725,44657948
312008560	Sleep	Sleep	11269198	2017-04-01	117414	8076	playlist	sleep	https://soundcloud.com/kyler-smith1/sets/sleep	https://api.soundcloud.com/playlists/312008560	134952910	Slow slow Relax sad nap deppressed feels mood Uplifting live relaxing sleeping playlist Chill chillout piano Guitar solo high Live chillrave chills	44	184675127,230125585,225480505,202826332,226934055,188127276,231095891,86964346,172821893,189592688,187988835,207222421,212522306,156941016,209308029,172011124,76559889,218931369,23082820,13202196,186790702,152572750,264319583,40032550,40268326,48605250,225694837,208227788,57255863,85025377,155973108,155973150,99417762,101489187,17078418,45824772,250839904,238522924,202967606,123533127,29661446,138231049,13875022,172712345
747112122	with you	sleep	3925232	2019-04-06	4151	181	playlist	beauty-inside2-1	https://soundcloud.com/yourparadis/sets/beauty-inside2-1	https://api.soundcloud.com/playlists/747112122	283347384	relax sleep chill night	21	551743341,367096136,509335290,425073255,545716950,410945670,343657779,599337696,537224691,339825636,430874259,482323920,472615578,367058057,338701464,340304604,341342484,394850724,572974872,258502904,182977429
319996791	Weekly Chill Playlist Volume 11	Playlist	4526258	2017-05-02	7394	441	playlist	weekly-chill-playlist-volume-1	https://soundcloud.com/nickraymondg/sets/weekly-chill-playlist-volume-1	https://api.soundcloud.com/playlists/319996791	445063	Chill Playlist	18	319924935,319532104,319468188,318775187,319237104,319282938,282788529,319173923,258398548,319424706,319730499,319544971,319642476,319745630,319932191,319762511,319419314,318163188
526536867	Indie/Pop/Folk - June 2018 (alexrainbirdMusic)	Folk & Singer-Songwriter	4173407	2018-05-24	3427	160	playlist	indie-pop-folk-june-2018	https://soundcloud.com/alexrainbirdmusic/sets/indie-pop-folk-june-2018	https://api.soundcloud.com/playlists/526536867	37994022	"Indie ""Indie Pop"" Acoustic ""Acoustic Pop"" Folk Pop-Folk Singer-Songwriter Relax Summer"	19	422088474,448888491,393478521,350617522,421219764,427470453,334448249,403739685,419066320,421908351,279755356,431454987,417485049,431905443,423131904,425603190,402925314,366210839,434404581
693357216	beauty inside		4085254	2019-01-24	18772	883	playlist	beautyinside	https://soundcloud.com/yourparadis/sets/beautyinside	https://api.soundcloud.com/playlists/693357216	283347384	Relax study Sleep	22	381376454,326985402,515108976,527502969,348404632,402356751,421749915,415506933,349022044,425174607,203668534,554820858,294834791,449606403,386574308,338588157,301136030,529206045,323463306,488501319,162475187,314849052
1207098607	Let’s fall in love		2092079	2021-02-06	3012	117	playlist	lets-fall-in-love	https://soundcloud.com/yourparadis/sets/lets-fall-in-love	https://api.soundcloud.com/playlists/1207098607	283347384	Sleep study Chill Relax	11	967056268,945564085,895451197,793531849,914402620,819734353,326729778,961866853,995961289,911194279,825595666
228470766	Wander | A Chill Mix (By: Koala Kontrol)	Chill Mix	3477181	2016-05-26	42807	2856	playlist	wander-a-chill-mix	https://soundcloud.com/wefusionmusic/sets/wander-a-chill-mix	https://api.soundcloud.com/playlists/228470766	122002093	"Chill Mix Wander ""A Chill Mix"" EDEN Blackbear ""Koala Kontol"" ""Wonder Koala Kontrol"""	16	217219547,174012852,236369945,207499941,247213489,217473807,241389585,209307821,80132557,254799279,192861518,186323114,191567572,253875649,236496697,255486188
88292789	sing you to sleep		3293454	2015-03-11	31492	2579	playlist	sing-me-to-sleep	https://soundcloud.com/rayfair/sets/sing-me-to-sleep	https://api.soundcloud.com/playlists/88292789	137369216	chill sleep study slow relax acoustic calm	9	88198379,115171122,115552990,120421172,112289110,144263286,91420704,104239955,3795066
140446636	HARDCORE WORKOUT #1	House	5107298	2015-09-01	10163	484	playlist	hardcore-workout-1	https://soundcloud.com/sci-mx-nutrition/sets/hardcore-workout-1	https://api.soundcloud.com/playlists/140446636	168879907	"""Electro House"" workout pumped drumstep gym"	17	207430150,214519226,114994772,209568423,215512274,167822607,155310732,183877967,203475116,218663070,53950697,93555520,213825321,220656383,209715235,214865970,219651065
171923058	As Beautiful As It Sounds	beauty	11360541	2015-12-04	75203	4384	playlist	as-beautiful-as-it-sounds	https://soundcloud.com/user-961145082/sets/as-beautiful-as-it-sounds	https://api.soundcloud.com/playlists/171923058	180441394	"Beautiful indie alternative ""indie folk"" Folk peace calm calmy Relax Ambient ""take it easy"" magic"	39	175674014,2881583,3653165,61006162,193748194,194983337,104266290,113277355,191782697,37398799,64864521,119214091,91584410,142856772,87908010,75894274,90647569,24472804,220654210,33381830,16949119,2101419,235290512,2905344,216193094,131279482,228352475,28075906,1164002,257569182,257293427,259642272,175519641,249823896,220055667,240233494,247950568,43037873,65637019
361952771	TheSoundYouNeed		13398495	2017-10-22	43088	2427	playlist	tsyn	https://soundcloud.com/ilyanaazman/sets/tsyn	https://api.soundcloud.com/playlists/361952771	214279944	"Chill sleep Chillout Party Relax study TheSoundYouNeed ""Deep House"" workout"	58	1150027444,97641863,1149073000,56850352,153799566,223228432,211928018,93565107,209546078,115468010,82063832,168093686,98571834,275308631,692817136,954149593,1034519026,233271745,336634646,320449698,176568862,816769402,838553767,136218122,152955202,155002757,190294789,244428585,90437281,794342446,285273570,344527135,338989976,325444310,310162371,298265494,201881953,154726722,452198892,571633344,102955650,89855210,100547289,236496697,623933703,808148467,809797819,329228818,154849892,84118776,291386695,341471474,399059862,250078338,134324878,39635391,134007260,50875349
319831471	Tropixaton | Finals Antidote vol. 3		17056076	2017-05-01	42373	2796	playlist	tropixaton-finals-antidote-pt	https://soundcloud.com/thegvofund/sets/tropixaton-finals-antidote-pt	https://api.soundcloud.com/playlists/319831471	205761069	tropical house vibes study tempo edm future chill focus finals exams studying college kygo goodvibes chillvibes chilltrap futurehouse	78	283814781,312703588,298527001,305945350,278803061,310566521,310332328,306747456,312167605,312939497,311148639,313633062,258462957,300931137,303505442,298481790,310379069,275744146,310227050,310168642,296891741,263773252,312807543,316573501,307682596,309183993,308072420,202886010,309985978,307036081,304592534,310946463,309083758,295743967,309802958,304153091,313531438,298249096,281290908,304788515,264970694,289396323,298095919,295281046,299386830,303512297,305100660,297305586,271391910,301064455,299123551,266584687,313177511,304802373,313441146,255570852,312707479,311544325,311012609,310703664,309511360,306433768,307716578,244372228,270352965,300899345,300857474,301216335,288591636,298083437,293635004,255087363,296814567,299448025,303029234,245041761,316656831,373507943
1197105817	Best of Future Rave (2021)	Dance & EDM	8610900	2021-01-18	1669	79	playlist	futurerave	https://soundcloud.com/digitalstreams/sets/futurerave	https://api.soundcloud.com/playlists/1197105817	133467077	"party workout Chill study ""future rave"""	37	845940610,709283536,915190924,853905820,578098167,705181114,726861238,789611404,810789175,618703674,932304853,635148735,499585620,186018251,276747794,306731995,755037196,206398791,221923703,471228432,339404131,688135636,386045375,503318595,424322904,336371997,480771405,336239759,340488186,846160246,429194550,1108241590,1093097617,653283257,443629356,93385109,465204699
83230259	Best of House Music (Vol. 01)	Dance & EDM	12230662	2015-02-22	89946	5232	playlist	ilovehouse	https://soundcloud.com/digitalstreams/sets/ilovehouse	https://api.soundcloud.com/playlists/83230259	133467077	edm deephouse party chill workout study	40	158289443,1137187084,103082310,998769370,1113840751,16683323,38813274,91611410,61805572,107830181,121815322,18637863,46062012,117466406,190452632,143581807,57128167,221753178,102385010,165711513,174048752,300617619,123406633,84118776,98959393,145594777,155803761,910635538,269202693,593609646,409624149,176559905,128684984,60530563,56194226,20363210,201526007,215519855,420731896,441674586
872712452	a chilly autumn day	R&B	3241093	2019-09-19	6395	238	playlist	achillyautumnday	https://soundcloud.com/tb3dvuqu1ugs/sets/achillyautumnday	https://api.soundcloud.com/playlists/872712452	245121594	Soul Chill Chillout Relax	15	327992677,377530892,377689613,460829589,516617862,156850836,297663288,454912461,424522626,207601966,499651353,605814051,239190728,328135735,312433236
291291378	ritalin induced music taste	chill	21795597	2017-01-13	8286	486	playlist	ritalin-induced-music-taste	https://soundcloud.com/knysnajjmg/sets/ritalin-induced-music-taste	https://api.soundcloud.com/playlists/291291378	70001514	lo-fi deep calm music to be played quietly while you study for your ib exams rip	73	177310952,263542353,224344731,283496632,250049103,289672460,218440893,268091429,189087535,247202480,197391722,274734297,273754276,260654669,214129318,302540014,181088442,246597645,210810275,305932229,314060917,268448230,295917531,310267142,608908326,314471295,314431972,308448503,235588871,291491171,320490653,26793420,328808386,268851223,238957184,349005836,347648857,316536608,218640143,281471540,173943112,434024946,317967646,293058872,352540376,334418602,230292974,277308924,195646766,314086214,470610045,304274929,157719686,463652304,442134636,462906624,338702424,323409292,579565863,570942468,274354501,328266274,692757226,739758841,344213635,768750385,546084351,776578741,825060859,747608659,840103741,839735902,886278589
310985892	Greek Week	Party	7745462	2017-03-28	12253	700	playlist	greek-week-1	https://soundcloud.com/matt-wilkinson-4/sets/greek-week-1	https://api.soundcloud.com/playlists/310985892	16978615		35	219533289,532418787,313029325,277971445,274484185,113713187,145816558,219550246,253784004,284224399,304938018,309362641,298178826,221326807,231782838,287330519,212702178,300563953,87124239,324321793,248536770,343388733,346634458,343534256,338840874,199461332,175751808,264014034,206398791,292145995,205951413,233860200,325513140,713291866,719290381
108865662	Rainy Days	Rain	4031055	2015-05-18	9423	617	playlist	rainy-days	https://soundcloud.com/soiledlegs/sets/rainy-days	https://api.soundcloud.com/playlists/108865662	95295781	"Sleep Rest Relax Chill Mellow Sad Calming ""Day Dream"" Ambient Electronic Downtempo"	15	87582764,177308377,166208111,136711705,200972647,80950967,169786843,43305932,65161040,6109052,156319335,202284213,198834021,198132828,82997942
154724708	Feeling U Feeling Me xx	feelingyou	6229906	2015-10-13	10251	847	playlist	feeling-u-feeling-me-xx	https://soundcloud.com/isabellaamente/sets/feeling-u-feeling-me-xx	https://api.soundcloud.com/playlists/154724708	77636691	"chill relax deephouse vibes viben sleep mixup Mashup feelsgood Relax soul house ""Hip Hop"""	26	228049788,220666348,217985616,228093015,227051808,215745211,224391020,213084918,156941016,226001276,67273378,227081871,228076072,227215720,227870154,211962570,224391038,216772566,226000398,173206616,222341905,222930763,228039373,227189710,226642593,213023000
805987149	sweet summer night	R&B & Soul	4267773	2019-06-17	24116	1048	playlist	sweetsummernight	https://soundcloud.com/tb3dvuqu1ugs/sets/sweetsummernight	https://api.soundcloud.com/playlists/805987149	245121594	Chill Relax R&B Soul	19	258678580,166736457,346242421,122391261,525724,238233730,388480749,58414142,170641186,251944692,423078033,628635822,294700150,342848645,240609458,370087334,335728224,171242405,561425832
364390849	Electro Posé l Best Of September - October 2017		12122674	2017-11-01	5477	279	playlist	electro-pose-l-best-of-1	https://soundcloud.com/electropose/sets/electro-pose-l-best-of-1	https://api.soundcloud.com/playlists/364390849	33502754	"""Electro Posé"" ""Deep House"" Chill Groove"	32	347644873,341471474,345605013,323356257,348372998,330357879,245250016,341185996,346697495,344460695,343228137,347753568,347635032,344323802,345495856,343472947,341000969,347061681,1261964,347340203,338989976,337122536,344580792,343212610,268244429,341474069,315879742,345338173,345177674,346750296,340472123,347347658
632422275	Chill 2018		17218558	2018-10-28	7790	452	playlist	chill-2018	https://soundcloud.com/partyplaylists69/sets/chill-2018	https://api.soundcloud.com/playlists/632422275	454283658	Chill	50	206559958,455663940,656385386,169155349,533076738,838807852,196504795,725920519,176568862,101403891,231380272,231678958,100430651,256761970,257763131,169989132,168448204,174276882,171791080,200580240,263453033,233770380,200910035,290208917,290085882,322538554,95759647,233330508,233681465,220122138,214853924,55149736,258469434,332100635,258794393,247405635,267278797,331342685,243889279,180149002,26905303,337065653,336226146,338247612,335839818,346040635,365746157,236082267,304180358,287310273
442961850	Workout Playlist - PURE ADRENALINE	Workout	12951163	2018-02-07	129376	7353	playlist	pure-adrenaline	https://soundcloud.com/mugatunesofficial/sets/pure-adrenaline	https://api.soundcloud.com/playlists/442961850	193531220	"workout fitness ""pump up"" Edm ""Deep House"" Beats Running Cardio Adrenaline NP Party TikTok ""Tik Tok"" Dance"	61	146869289,1143657676,310511381,1111389628,1134132139,1150478965,1075829947,1086715432,258423226,1138750441,1068046984,229742805,1138746232,1134133699,215002923,1112601826,1137015775,1096790107,1118321164,1134138781,1148688190,1136769964,334196027,1052661262,48985147,1092551122,231782838,1062208339,294276971,1087303858,204041427,620041359,1059796255,240674505,356213492,346778970,296514356,244428585,245424769,201277926,196156839,221296070,256382970,96360146,234903219,222899920,146159376,316486473,271224728,321564749,196259216,309293249,98845868,141093099,185913093,248700408,202025560,254851118,128685892,168093686,260260689
299965743	gym		7422677	2017-02-14	3559	253	playlist	gym	https://soundcloud.com/sherif-shabrawy-1/sets/gym	https://api.soundcloud.com/playlists/299965743	106533535		11	198882534,219983358,251671880,271413920,298870005,184758104,276769568,184757886,58265852,114304779,80794121
1311953005	Soak up the sun		3376327	2021-09-05	237	8	playlist	soak-up-the-sun	https://soundcloud.com/thenoisetier/sets/soak-up-the-sun	https://api.soundcloud.com/playlists/1311953005	407423964		13	903883597,337509850,180913830,341110935,559860780,288782995,279653187,733957513,296003883,233217439,118273146,153615243,327920058
57959426	Best #Number 1 Workout Playlist--#2	Electronic	7564109	2014-11-04	17855	3815	playlist	best-number-1-workout-playlist	https://soundcloud.com/partyyonimonsta/sets/best-number-1-workout-playlist	https://api.soundcloud.com/playlists/57959426	101485422	"Dubstep House Moombahton ""Electro House"" Workout ""Number 1"" top thebest party gym Chill Pop dubstep EDM"	26	15002946,64412298,10195732,20340703,94121210,81672097,105746974,158625286,174891297,144848564,174732881,160157773,156925137,101366561,82446967,160853215,163975723,90473982,81807530,171942139,167822607,139382636,85730095,164138555,111045476,164855780
89199012	Eat.Sleep.Deep.Repeat.	deep house	6295891	2015-03-14	13963	3547	playlist	eat-sleep-deep-repeat	https://soundcloud.com/scott-asher/sets/eat-sleep-deep-repeat	https://api.soundcloud.com/playlists/89199012	18041387	"electronic deep house ghouse deeper ""kanye west"" kygo crnkn ""g house"" dance shuffle rave rage sleep study run workout lift mixmag vibes feels ""turnt team"" edm future ""future house"""	23	194192478,196102820,196219909,195191484,196347928,191480914,195337372,194555158,194595593,195549412,186018251,191981497,158384606,195711010,464873391,452260263,344594729,342547018,465204699,343557250,461971050,396561639,332125691
154403387	Workout EDM 10	workout	10364917	2015-10-12	29006	1878	playlist	workout-edm-10	https://soundcloud.com/gusmanke/sets/workout-edm-10	https://api.soundcloud.com/playlists/154403387	7084031	"crossfit ""work out"" pumpup pump climbing running adrenaline lifting weightlifting"	29	200843678,210487347,51822125,158191215,225066758,57809396,222600564,147439062,73440919,217944587,225213149,212438372,220858739,223988604,225384854,114478535,207430150,45719017,229412842,227664065,216327964,180595521,220112810,219445260,215499728,145839137,148159272,167267198,387545291
585615099	arabic drps		2391408	2018-08-19	12971	672	playlist	arabic-drps	https://soundcloud.com/ilyanaazman/sets/arabic-drps	https://api.soundcloud.com/playlists/585615099	214279944	"Chillout ""chill trap"" study workout Trap sleep Relax Party Arabic Bass Remix Remixes Chill"	12	304823922,348250243,367138358,349145152,368895362,331559936,337494368,389426277,290816595,505299747,606314043,379223264
